RegionName,Date,HomeValue,MORTGAGE30US
"Santa Cruz, CA",2021-07,1037929.5476544924,2.868
"Erie, PA",2021-07,162752.18594279987,2.868
"Norwich, CT",2021-07,302436.04173826304,2.868
"Tuscaloosa, AL",2021-07,193302.79683015076,2.868
"Kalamazoo, MI",2021-07,224693.5910088539,2.868
"Lynchburg, VA",2021-07,224794.38858844907,2.868
"Charleston, WV",2021-07,120837.708793869,2.868
"Binghamton, NY",2021-07,144782.58211086577,2.868
"Fort Smith, AR",2021-07,160659.10427851262,2.868
"Topeka, KS",2021-07,162941.94275293915,2.868
"Macon, GA",2021-07,155575.35829286944,2.868
"Barnstable Town, MA",2021-07,588765.6957534266,2.868
"Daphne, AL",2021-07,311544.26408829424,2.868
"Burlington, VT",2021-07,384355.4340121632,2.868
"Rochester, MN",2021-07,284481.6333411399,2.868
"Lafayette, IN",2021-07,215635.79834760845,2.868
"Medford, OR",2021-07,410203.0024850772,2.868
"Hilton Head Island, SC",2021-07,384714.3984665003,2.868
"Athens, GA",2021-07,281242.02538958273,2.868
"Lake Havasu City, AZ",2021-07,315710.2287856936,2.868
"Johnson City, TN",2021-07,209944.19843420363,2.868
"Gainesville, GA",2021-07,306574.0008386581,2.868
"Saginaw, MI",2021-07,126050.479167506,2.868
"Warner Robins, GA",2021-07,184014.00537394048,2.868
"Torrington, CT",2021-07,312156.1812303998,2.868
"Punta Gorda, FL",2021-07,286837.8635729149,2.868
"Redding, CA",2021-07,351233.8340993193,2.868
"Kingston, NY",2021-07,330276.98968875105,2.868
"Panama City, FL",2021-07,287243.5061543274,2.868
"Jackson, TN",2021-07,167367.42580729935,2.868
"Bowling Green, KY",2021-07,210354.98740556103,2.868
"Muskegon, MI",2021-07,200070.32226104147,2.868
"Bloomington, IL",2021-07,193366.14158950877,2.868
"Pueblo, CO",2021-07,268619.77465558186,2.868
"Blacksburg, VA",2021-07,237791.44460270496,2.868
"Kahului, HI",2021-07,815576.4830194204,2.868
"Sebastian, FL",2021-07,300409.8583978784,2.868
"Vineland, NJ",2021-07,203677.1111534634,2.868
"Idaho Falls, ID",2021-07,374611.6157289233,2.868
"Grand Junction, CO",2021-07,345241.90373902256,2.868
"Niles, MI",2021-07,220850.6185794727,2.868
"Monroe, MI",2021-07,214241.46656920193,2.868
"Concord, NH",2021-07,357077.90683694946,2.868
"Traverse City, MI",2021-07,325907.7834344715,2.868
"Bangor, ME",2021-07,209517.07750489636,2.868
"Homosassa Springs, FL",2021-07,224391.35097094928,2.868
"London, KY",2021-07,131449.63218919493,2.868
"Flagstaff, AZ",2021-07,501674.3585816189,2.868
"Rocky Mount, NC",2021-07,157459.8401538182,2.868
"Winchester, VA",2021-07,318075.4285585327,2.868
"Wheeling, WV",2021-07,128436.72413616428,2.868
"Napa, CA",2021-07,860371.0677840738,2.868
"Springfield, OH",2021-07,147140.71383041082,2.868
"Battle Creek, MI",2021-07,149690.20235579775,2.868
"Jonesboro, AR",2021-07,167772.56701161907,2.868
"Pittsfield, MA",2021-07,295427.4258112579,2.868
"Mount Vernon, WA",2021-07,507299.2478882204,2.868
"Jamestown, NY",2021-07,129645.09543150972,2.868
"Cleveland, TN",2021-07,236687.75713827417,2.868
"Augusta, ME",2021-07,240487.02917857908,2.868
"Altoona, PA",2021-07,152856.3742399209,2.868
"New Bern, NC",2021-07,191768.38709774008,2.868
"Goldsboro, NC",2021-07,158665.7895387745,2.868
"Brunswick, GA",2021-07,251043.06238096123,2.868
"California, MD",2021-07,375993.8900886095,2.868
"Cookeville, TN",2021-07,228440.2494215717,2.868
"Roseburg, OR",2021-07,292367.0996555789,2.868
"Lewiston, ME",2021-07,247281.20502790943,2.868
"Ogdensburg, NY",2021-07,116343.53928397654,2.868
"Bluefield, WV",2021-07,116107.58459895157,2.868
"Show Low, AZ",2021-07,337072.8152099224,2.868
"Tullahoma, TN",2021-07,236329.51517566192,2.868
"Ithaca, NY",2021-07,262392.6546773927,2.868
"Bay City, MI",2021-07,137167.13695902078,2.868
"Danville, VA",2021-07,125242.99095286393,2.868
"Hot Springs, AR",2021-07,192430.18071972323,2.868
"Adrian, MI",2021-07,198739.10733145996,2.868
"Sevierville, TN",2021-07,361549.5692990101,2.868
"Ashtabula, OH",2021-07,133634.90829405564,2.868
"Ocean City, NJ",2021-07,582186.9348371967,2.868
"Corning, NY",2021-07,140083.49811946476,2.868
"Clarksburg, WV",2021-07,140800.88087827104,2.868
"Pine Bluff, AR",2021-07,97723.92075992405,2.868
"Lufkin, TX",2021-07,183507.7978411806,2.868
"Zanesville, OH",2021-07,163247.03984914688,2.868
"Meadville, PA",2021-07,145854.66549568457,2.868
"Russellville, AR",2021-07,170655.9034428024,2.868
"Midland, MI",2021-07,187525.21292431533,2.868
"Bloomsburg, PA",2021-07,225104.1245947694,2.868
"Stillwater, OK",2021-07,192234.12694864543,2.868
"DuBois, PA",2021-07,156175.95931291784,2.868
"Glenwood Springs, CO",2021-07,700891.0444832338,2.868
"Chillicothe, OH",2021-07,163516.99887674826,2.868
"Keene, NH",2021-07,277929.64095923904,2.868
"Findlay, OH",2021-07,193219.23923277017,2.868
"Frankfort, KY",2021-07,188329.83719494496,2.868
"Danville, IL",2021-07,84422.27489975483,2.868
"Kapaa, HI",2021-07,787262.9718970781,2.868
"Shawnee, OK",2021-07,146379.10942460166,2.868
"Greeneville, TN",2021-07,184272.87479760055,2.868
"Greenwood, SC",2021-07,151489.16978602463,2.868
"Klamath Falls, OR",2021-07,249722.9846885947,2.868
"Morehead City, NC",2021-07,358058.7083709179,2.868
"Roanoke Rapids, NC",2021-07,94762.13810009816,2.868
"North Wilkesboro, NC",2021-07,175628.56426358045,2.868
"Marinette, WI",2021-07,151107.1163771101,2.868
"Dublin, GA",2021-07,150540.97229924038,2.868
"Somerset, KY",2021-07,167400.09648184737,2.868
"Laconia, NH",2021-07,372557.123678409,2.868
"Hudson, NY",2021-07,363682.9196437037,2.868
"Marietta, OH",2021-07,158634.0135691902,2.868
"Fremont, OH",2021-07,144472.44144664446,2.868
"Oneonta, NY",2021-07,175679.66223774556,2.868
"Batavia, NY",2021-07,174254.2814224287,2.868
"Ardmore, OK",2021-07,143178.5085484089,2.868
"Carson City, NV",2021-07,437447.0520183402,2.868
"Ontario, OR",2021-07,308922.0137881371,2.868
"Waycross, GA",2021-07,136630.15168041128,2.868
"Tiffin, OH",2021-07,144107.63507352627,2.868
"Batesville, AR",2021-07,148531.5141718645,2.868
"Danville, KY",2021-07,162929.09909509003,2.868
"Gloversville, NY",2021-07,172922.44661368546,2.868
"Payson, AZ",2021-07,330199.404003296,2.868
"Bartlesville, OK",2021-07,138721.5925480677,2.868
"Oil City, PA",2021-07,115953.28282888966,2.868
"Shelbyville, TN",2021-07,251822.28273711595,2.868
"Malone, NY",2021-07,151007.615821779,2.868
"Nogales, AZ",2021-07,232067.9049925986,2.868
"Cortland, NY",2021-07,152669.8872546328,2.868
"Mount Sterling, KY",2021-07,165828.4121454085,2.868
"Plymouth, IN",2021-07,195152.19408091772,2.868
"Moultrie, GA",2021-07,139197.64620454065,2.868
"Coldwater, MI",2021-07,182064.27766127212,2.868
"McAlester, OK",2021-07,120207.8275867623,2.868
"Sedalia, MO",2021-07,142753.43588660145,2.868
"Tifton, GA",2021-07,174812.84712234596,2.868
"Austin, MN",2021-07,156736.35506525004,2.868
"Okeechobee, FL",2021-07,206340.82934325025,2.868
"Houghton, MI",2021-07,155239.60893873262,2.868
"Clewiston, FL",2021-07,203040.567611633,2.868
"Urbana, OH",2021-07,193636.3065805399,2.868
"Defiance, OH",2021-07,146910.52933604817,2.868
"Safford, AZ",2021-07,245476.52912100372,2.868
"Murray, KY",2021-07,186288.0606878524,2.868
"Bennington, VT",2021-07,318532.03428555076,2.868
"Pontiac, IL",2021-07,118261.08212437124,2.868
"Newport, TN",2021-07,189768.4090692274,2.868
"Columbus, NE",2021-07,219867.10089659123,2.868
"Arcadia, FL",2021-07,200837.50110903115,2.868
"Seneca Falls, NY",2021-07,166702.97331875874,2.868
"Malvern, AR",2021-07,155658.0824723488,2.868
"Dayton, TN",2021-07,207957.88638579857,2.868
"Jackson, OH",2021-07,138592.58920486935,2.868
"Berlin, NH",2021-07,188704.7713000509,2.868
"Miami, OK",2021-07,111810.20726911124,2.868
"Jesup, GA",2021-07,162375.8192581232,2.868
"Washington Court House, OH",2021-07,187578.9283928891,2.868
"Van Wert, OH",2021-07,136569.05572275713,2.868
"Camden, AR",2021-07,114990.9734481711,2.868
"Thomaston, GA",2021-07,129616.0973856207,2.868
"Toccoa, GA",2021-07,179266.10111605548,2.868
"Wauchula, FL",2021-07,171674.0541820213,2.868
"Summerville, GA",2021-07,148509.61947716738,2.868
"Prineville, OR",2021-07,422151.87447554735,2.868
"Hood River, OR",2021-07,620555.1945816082,2.868
"Forrest City, AR",2021-07,89973.54127026502,2.868
"Brookings, OR",2021-07,424583.4399395928,2.868
"Magnolia, AR",2021-07,163833.86752276198,2.868
"Sterling, CO",2021-07,210199.8688140927,2.868
"Arkadelphia, AR",2021-07,135415.49333711897,2.868
"Cordele, GA",2021-07,119590.01819691232,2.868
"Vineyard Haven, MA",2021-07,1173210.2279448623,2.868
"Fitzgerald, GA",2021-07,101746.09527725866,2.868
"Craig, CO",2021-07,223966.47522562323,2.868
"New York, NY",2021-08,576835.3176950972,2.8425000000000002
"Los Angeles, CA",2021-08,806871.6372366973,2.8425000000000002
"Chicago, IL",2021-08,281242.63272008457,2.8425000000000002
"Houston, TX",2021-08,272350.3093697182,2.8425000000000002
"Washington, DC",2021-08,517874.66956498247,2.8425000000000002
"Philadelphia, PA",2021-08,308232.00080294634,2.8425000000000002
"Miami, FL",2021-08,366808.8437394096,2.8425000000000002
"Atlanta, GA",2021-08,320308.296722169,2.8425000000000002
"Boston, MA",2021-08,603795.389226514,2.8425000000000002
"San Francisco, CA",2021-08,1132400.59633997,2.8425000000000002
"Riverside, CA",2021-08,494802.3340271013,2.8425000000000002
"Detroit, MI",2021-08,221520.41943269537,2.8425000000000002
"Seattle, WA",2021-08,675538.5932504636,2.8425000000000002
"Minneapolis, MN",2021-08,356062.96770153893,2.8425000000000002
"San Diego, CA",2021-08,777282.2983149323,2.8425000000000002
"Tampa, FL",2021-08,305659.19499635044,2.8425000000000002
"Denver, CO",2021-08,548161.5666268376,2.8425000000000002
"Baltimore, MD",2021-08,351632.8874128798,2.8425000000000002
"St. Louis, MO",2021-08,224233.77324193725,2.8425000000000002
"Orlando, FL",2021-08,317232.3469848465,2.8425000000000002
"Charlotte, NC",2021-08,317012.3151248209,2.8425000000000002
"San Antonio, TX",2021-08,263813.3974631738,2.8425000000000002
"Portland, OR",2021-08,519477.1060407271,2.8425000000000002
"Sacramento, CA",2021-08,558369.9337550602,2.8425000000000002
"Pittsburgh, PA",2021-08,207896.20810351276,2.8425000000000002
"Cincinnati, OH",2021-08,247251.67205833632,2.8425000000000002
"Austin, TX",2021-08,492310.4814119022,2.8425000000000002
"Las Vegas, NV",2021-08,364457.3378116411,2.8425000000000002
"Kansas City, MO",2021-08,264473.8313533961,2.8425000000000002
"Columbus, OH",2021-08,268340.5299888001,2.8425000000000002
"Cleveland, OH",2021-08,193158.88139159852,2.8425000000000002
"Nashville, TN",2021-08,377241.6647052467,2.8425000000000002
"Virginia Beach, VA",2021-08,299904.6166066393,2.8425000000000002
"Providence, RI",2021-08,400654.4412639141,2.8425000000000002
"Jacksonville, FL",2021-08,297694.61207656935,2.8425000000000002
"Milwaukee, WI",2021-08,301257.96093508933,2.8425000000000002
"Oklahoma City, OK",2021-08,199036.36525338705,2.8425000000000002
"Raleigh, NC",2021-08,366897.91689542215,2.8425000000000002
"Memphis, TN",2021-08,211224.1646128499,2.8425000000000002
"Louisville, KY",2021-08,231515.9572359584,2.8425000000000002
"New Orleans, LA",2021-08,278752.5558798031,2.8425000000000002
"Salt Lake City, UT",2021-08,501803.06434791675,2.8425000000000002
"Hartford, CT",2021-08,282567.2719749564,2.8425000000000002
"Buffalo, NY",2021-08,221046.9386916518,2.8425000000000002
"Birmingham, AL",2021-08,226284.64995884892,2.8425000000000002
"Rochester, NY",2021-08,206797.12014020947,2.8425000000000002
"Grand Rapids, MI",2021-08,280108.1968322163,2.8425000000000002
"Urban Honolulu, HI",2021-08,766180.5673124562,2.8425000000000002
"Tulsa, OK",2021-08,198784.9332052883,2.8425000000000002
"Fresno, CA",2021-08,344116.2567049081,2.8425000000000002
"Worcester, MA",2021-08,373330.1004433767,2.8425000000000002
"Omaha, NE",2021-08,252245.87015801,2.8425000000000002
"Bridgeport, CT",2021-08,511924.33433365566,2.8425000000000002
"Greenville, SC",2021-08,246082.30495685132,2.8425000000000002
"Bakersfield, CA",2021-08,294034.17211249936,2.8425000000000002
"Albany, NY",2021-08,283391.92080916255,2.8425000000000002
"Knoxville, TN",2021-08,261370.97568089413,2.8425000000000002
"New Haven, CT",2021-08,293186.1802397647,2.8425000000000002
"El Paso, TX",2021-08,176470.4680147764,2.8425000000000002
"Allentown, PA",2021-08,278023.4424499295,2.8425000000000002
"Oxnard, CA",2021-08,766157.7694408618,2.8425000000000002
"North Port, FL",2021-08,362179.29490714666,2.8425000000000002
"Charleston, SC",2021-08,340396.0760429953,2.8425000000000002
"Greensboro, NC",2021-08,214695.98421545513,2.8425000000000002
"Stockton, CA",2021-08,516434.7564388776,2.8425000000000002
"Cape Coral, FL",2021-08,310822.61442519596,2.8425000000000002
"Colorado Springs, CO",2021-08,436215.0189125548,2.8425000000000002
"Akron, OH",2021-08,186653.97677998117,2.8425000000000002
"Des Moines, IA",2021-08,247095.03414551532,2.8425000000000002
"Springfield, MA",2021-08,294595.19526154286,2.8425000000000002
"Ogden, UT",2021-08,447091.19512846245,2.8425000000000002
"Madison, WI",2021-08,354133.5119803198,2.8425000000000002
"Winston, NC",2021-08,223334.24291555773,2.8425000000000002
"Deltona, FL",2021-08,287464.4762947781,2.8425000000000002
"Syracuse, NY",2021-08,183132.87265870848,2.8425000000000002
"Toledo, OH",2021-08,161932.72251868455,2.8425000000000002
"Augusta, GA",2021-08,203512.32896994997,2.8425000000000002
"Palm Bay, FL",2021-08,293437.8464245814,2.8425000000000002
"Harrisburg, PA",2021-08,240633.2921692909,2.8425000000000002
"Spokane, WA",2021-08,385461.25534350984,2.8425000000000002
"Scranton, PA",2021-08,178284.84713583373,2.8425000000000002
"Chattanooga, TN",2021-08,261001.16475473953,2.8425000000000002
"Modesto, CA",2021-08,421452.3366593824,2.8425000000000002
"Portland, ME",2021-08,428847.96143450175,2.8425000000000002
"Youngstown, OH",2021-08,130522.47882071637,2.8425000000000002
"Lansing, MI",2021-08,199266.92262573005,2.8425000000000002
"Fayetteville, NC",2021-08,192248.51723300133,2.8425000000000002
"Lexington, KY",2021-08,248180.25110886083,2.8425000000000002
"Pensacola, FL",2021-08,260630.03774841953,2.8425000000000002
"Santa Rosa, CA",2021-08,768816.8544371031,2.8425000000000002
"Reno, NV",2021-08,517976.4110746938,2.8425000000000002
"Port St. Lucie, FL",2021-08,315443.19200036855,2.8425000000000002
"Visalia, CA",2021-08,301082.6007518762,2.8425000000000002
"Asheville, NC",2021-08,359952.7953067765,2.8425000000000002
"Vallejo, CA",2021-08,565362.674755814,2.8425000000000002
"Santa Maria, CA",2021-08,776759.9014629275,2.8425000000000002
"Salinas, CA",2021-08,751490.6176812357,2.8425000000000002
"Salem, OR",2021-08,405397.707957299,2.8425000000000002
"Mobile, AL",2021-08,166176.24304606597,2.8425000000000002
"Reading, PA",2021-08,234669.46821439255,2.8425000000000002
"Manchester, NH",2021-08,395376.6862488375,2.8425000000000002
"Salisbury, MD",2021-08,367473.0252061712,2.8425000000000002
"Canton, OH",2021-08,165957.34746604992,2.8425000000000002
"Savannah, GA",2021-08,260167.2123116468,2.8425000000000002
"Trenton, NJ",2021-08,332562.95350651076,2.8425000000000002
"Montgomery, AL",2021-08,172696.18098484518,2.8425000000000002
"Tallahassee, FL",2021-08,238645.43883358396,2.8425000000000002
"Eugene, OR",2021-08,411533.5645573724,2.8425000000000002
"Ann Arbor, MI",2021-08,354667.36526301084,2.8425000000000002
"Hickory, NC",2021-08,209705.3346000101,2.8425000000000002
"Fort Collins, CO",2021-08,504488.5895238165,2.8425000000000002
"Rockford, IL",2021-08,146828.74297163435,2.8425000000000002
"Lincoln, NE",2021-08,246534.5620944158,2.8425000000000002
"Gainesville, FL",2021-08,255770.96276432576,2.8425000000000002
"Boulder, CO",2021-08,690380.0231180579,2.8425000000000002
"Greeley, CO",2021-08,466294.2061830409,2.8425000000000002
"Clarksville, TN",2021-08,233185.8420677663,2.8425000000000002
"Evansville, IN",2021-08,176354.01200713962,2.8425000000000002
"Kingsport, TN",2021-08,181382.69102494945,2.8425000000000002
"Utica, NY",2021-08,167752.19447284794,2.8425000000000002
"Hagerstown, MD",2021-08,257843.4792342417,2.8425000000000002
"San Luis Obispo, CA",2021-08,743857.4143144084,2.8425000000000002
"Crestview, FL",2021-08,390446.28220662667,2.8425000000000002
"Cedar Rapids, IA",2021-08,198069.58661632508,2.8425000000000002
"Atlantic City, NJ",2021-08,267421.5719267451,2.8425000000000002
"Bremerton, WA",2021-08,539059.5450848342,2.8425000000000002
"Santa Cruz, CA",2021-08,1048456.1874111836,2.8425000000000002
"Erie, PA",2021-08,164228.6443820136,2.8425000000000002
"Norwich, CT",2021-08,304233.1511916145,2.8425000000000002
"Tuscaloosa, AL",2021-08,194909.34773687983,2.8425000000000002
"Kalamazoo, MI",2021-08,226367.3492725564,2.8425000000000002
"Lynchburg, VA",2021-08,226177.380619727,2.8425000000000002
"Charleston, WV",2021-08,121377.23359931105,2.8425000000000002
"Binghamton, NY",2021-08,146096.44896559612,2.8425000000000002
"Fort Smith, AR",2021-08,162874.68862005274,2.8425000000000002
"Topeka, KS",2021-08,164864.3333444306,2.8425000000000002
"Macon, GA",2021-08,156534.47541729826,2.8425000000000002
"Barnstable Town, MA",2021-08,595010.4028011127,2.8425000000000002
"Daphne, AL",2021-08,316696.69452406425,2.8425000000000002
"Burlington, VT",2021-08,388020.95050691953,2.8425000000000002
"Rochester, MN",2021-08,286864.9497382182,2.8425000000000002
"Lafayette, IN",2021-08,218307.84036096415,2.8425000000000002
"Medford, OR",2021-08,413849.3404792117,2.8425000000000002
"Hilton Head Island, SC",2021-08,391834.9995065922,2.8425000000000002
"Athens, GA",2021-08,284649.87421155575,2.8425000000000002
"Lake Havasu City, AZ",2021-08,322052.6303844568,2.8425000000000002
"Johnson City, TN",2021-08,214038.6201161409,2.8425000000000002
"Gainesville, GA",2021-08,311091.22034824436,2.8425000000000002
"Saginaw, MI",2021-08,125960.25899412564,2.8425000000000002
"Warner Robins, GA",2021-08,185836.2217205611,2.8425000000000002
"Torrington, CT",2021-08,313751.6426630922,2.8425000000000002
"Punta Gorda, FL",2021-08,295711.8629474126,2.8425000000000002
"Redding, CA",2021-08,355355.2444311925,2.8425000000000002
"Kingston, NY",2021-08,333310.89842620917,2.8425000000000002
"Panama City, FL",2021-08,292001.31570791104,2.8425000000000002
"Jackson, TN",2021-08,171131.2563645239,2.8425000000000002
"Bowling Green, KY",2021-08,212285.61192543583,2.8425000000000002
"Muskegon, MI",2021-08,201373.54395604777,2.8425000000000002
"Bloomington, IL",2021-08,194429.62235380904,2.8425000000000002
"Pueblo, CO",2021-08,272521.14984313847,2.8425000000000002
"Blacksburg, VA",2021-08,239952.98971508443,2.8425000000000002
"Kahului, HI",2021-08,823015.6553465173,2.8425000000000002
"Sebastian, FL",2021-08,307899.96156008093,2.8425000000000002
"Vineland, NJ",2021-08,206561.7378437632,2.8425000000000002
"Idaho Falls, ID",2021-08,382327.3948702577,2.8425000000000002
"Grand Junction, CO",2021-08,350999.63448956964,2.8425000000000002
"Niles, MI",2021-08,222011.5656770808,2.8425000000000002
"Monroe, MI",2021-08,214368.1421522119,2.8425000000000002
"Concord, NH",2021-08,359611.47244496475,2.8425000000000002
"Traverse City, MI",2021-08,330161.0966047843,2.8425000000000002
"Bangor, ME",2021-08,212016.56584462864,2.8425000000000002
"Homosassa Springs, FL",2021-08,229638.81134017484,2.8425000000000002
"London, KY",2021-08,131492.35309205984,2.8425000000000002
"Flagstaff, AZ",2021-08,512054.7301445224,2.8425000000000002
"Rocky Mount, NC",2021-08,157575.88563689936,2.8425000000000002
"Winchester, VA",2021-08,320364.10499355086,2.8425000000000002
"Wheeling, WV",2021-08,127324.1794059734,2.8425000000000002
"Napa, CA",2021-08,863848.9866386609,2.8425000000000002
"Springfield, OH",2021-08,147498.38925426992,2.8425000000000002
"Battle Creek, MI",2021-08,151785.19766490776,2.8425000000000002
"Jonesboro, AR",2021-08,170328.75022793884,2.8425000000000002
"Pittsfield, MA",2021-08,298620.6562325174,2.8425000000000002
"Mount Vernon, WA",2021-08,513201.8731159638,2.8425000000000002
"Jamestown, NY",2021-08,130833.16744179564,2.8425000000000002
"Cleveland, TN",2021-08,240401.0305881476,2.8425000000000002
"Augusta, ME",2021-08,243631.13061896517,2.8425000000000002
"Altoona, PA",2021-08,153703.93905004603,2.8425000000000002
"New Bern, NC",2021-08,193320.11809599356,2.8425000000000002
"Goldsboro, NC",2021-08,158549.3336337937,2.8425000000000002
"Brunswick, GA",2021-08,253102.7341759388,2.8425000000000002
"California, MD",2021-08,377200.950609676,2.8425000000000002
"Cookeville, TN",2021-08,233416.53714496177,2.8425000000000002
"Roseburg, OR",2021-08,296911.36469840654,2.8425000000000002
"Lewiston, ME",2021-08,249845.14816431585,2.8425000000000002
"Ogdensburg, NY",2021-08,116555.18277217726,2.8425000000000002
"Bluefield, WV",2021-08,116377.82940735055,2.8425000000000002
"Show Low, AZ",2021-08,343295.84726226405,2.8425000000000002
"Tullahoma, TN",2021-08,240683.14778882568,2.8425000000000002
"Ithaca, NY",2021-08,265061.4753258484,2.8425000000000002
"Bay City, MI",2021-08,138428.2659761499,2.8425000000000002
"Danville, VA",2021-08,125937.75564847604,2.8425000000000002
"Hot Springs, AR",2021-08,196099.77838897845,2.8425000000000002
"Adrian, MI",2021-08,198805.99881728183,2.8425000000000002
"Sevierville, TN",2021-08,370035.2408312152,2.8425000000000002
"Ashtabula, OH",2021-08,134476.7667394431,2.8425000000000002
"Ocean City, NJ",2021-08,592776.3875491438,2.8425000000000002
"Corning, NY",2021-08,140552.99608791142,2.8425000000000002
"Clarksburg, WV",2021-08,140579.43387313402,2.8425000000000002
"Pine Bluff, AR",2021-08,98850.54404900895,2.8425000000000002
"Lufkin, TX",2021-08,185718.1267118512,2.8425000000000002
"Zanesville, OH",2021-08,163825.43279446935,2.8425000000000002
"Meadville, PA",2021-08,148157.6963375991,2.8425000000000002
"Russellville, AR",2021-08,172314.5199639942,2.8425000000000002
"Midland, MI",2021-08,189204.09114211085,2.8425000000000002
"Bloomsburg, PA",2021-08,225990.5250203039,2.8425000000000002
"Stillwater, OK",2021-08,194089.85573735213,2.8425000000000002
"DuBois, PA",2021-08,156960.59655396792,2.8425000000000002
"Glenwood Springs, CO",2021-08,712016.336713853,2.8425000000000002
"Chillicothe, OH",2021-08,164021.776495554,2.8425000000000002
"Keene, NH",2021-08,280065.4332271127,2.8425000000000002
"Findlay, OH",2021-08,193576.85866005928,2.8425000000000002
"Frankfort, KY",2021-08,190292.0781956952,2.8425000000000002
"Danville, IL",2021-08,85018.66691302654,2.8425000000000002
"Kapaa, HI",2021-08,790227.4182574833,2.8425000000000002
"Shawnee, OK",2021-08,148523.24155821095,2.8425000000000002
"Greeneville, TN",2021-08,187910.54472588052,2.8425000000000002
"Greenwood, SC",2021-08,153071.00705539624,2.8425000000000002
"Klamath Falls, OR",2021-08,253423.8276171099,2.8425000000000002
"Morehead City, NC",2021-08,363262.5411365155,2.8425000000000002
"Roanoke Rapids, NC",2021-08,94229.35345650613,2.8425000000000002
"North Wilkesboro, NC",2021-08,175476.43672169556,2.8425000000000002
"Marinette, WI",2021-08,152634.5357778829,2.8425000000000002
"Dublin, GA",2021-08,151282.10673990243,2.8425000000000002
"Somerset, KY",2021-08,168790.17587340812,2.8425000000000002
"Laconia, NH",2021-08,377853.41272052954,2.8425000000000002
"Hudson, NY",2021-08,366765.8958566833,2.8425000000000002
"Marietta, OH",2021-08,158733.7864719923,2.8425000000000002
"Fremont, OH",2021-08,145088.84409956002,2.8425000000000002
"Oneonta, NY",2021-08,176152.50708711226,2.8425000000000002
"Batavia, NY",2021-08,174771.9342009769,2.8425000000000002
"Ardmore, OK",2021-08,144413.77979578814,2.8425000000000002
"Carson City, NV",2021-08,443084.0121915681,2.8425000000000002
"Ontario, OR",2021-08,316359.59979459416,2.8425000000000002
"Waycross, GA",2021-08,138064.06768000303,2.8425000000000002
"Tiffin, OH",2021-08,144966.78979293344,2.8425000000000002
"Batesville, AR",2021-08,150567.89373864827,2.8425000000000002
"Danville, KY",2021-08,164281.71162807912,2.8425000000000002
"Gloversville, NY",2021-08,174208.22474167042,2.8425000000000002
"Payson, AZ",2021-08,335932.32534015225,2.8425000000000002
"Bartlesville, OK",2021-08,141347.0381560412,2.8425000000000002
"Oil City, PA",2021-08,116445.81701588164,2.8425000000000002
"Shelbyville, TN",2021-08,256462.5572384817,2.8425000000000002
"Malone, NY",2021-08,150816.04871913895,2.8425000000000002
"Nogales, AZ",2021-08,235972.53653300615,2.8425000000000002
"Cortland, NY",2021-08,153143.10390406393,2.8425000000000002
"Mount Sterling, KY",2021-08,166252.85232403685,2.8425000000000002
"Plymouth, IN",2021-08,197787.64711966517,2.8425000000000002
"Moultrie, GA",2021-08,141255.67215093022,2.8425000000000002
"Coldwater, MI",2021-08,184001.93496848363,2.8425000000000002
"McAlester, OK",2021-08,120840.8448052102,2.8425000000000002
"Sedalia, MO",2021-08,143392.82499239815,2.8425000000000002
"Tifton, GA",2021-08,175706.18684629476,2.8425000000000002
"Austin, MN",2021-08,158119.28165015855,2.8425000000000002
"Okeechobee, FL",2021-08,210665.95439652633,2.8425000000000002
"Houghton, MI",2021-08,157338.44564173874,2.8425000000000002
"Clewiston, FL",2021-08,206772.7475264525,2.8425000000000002
"Urbana, OH",2021-08,193587.74896747168,2.8425000000000002
"Defiance, OH",2021-08,147655.32613903482,2.8425000000000002
"Safford, AZ",2021-08,248721.3106151158,2.8425000000000002
"Murray, KY",2021-08,189862.99420727513,2.8425000000000002
"Bennington, VT",2021-08,325160.0319478264,2.8425000000000002
"Pontiac, IL",2021-08,118718.82056079611,2.8425000000000002
"Newport, TN",2021-08,192601.98213300403,2.8425000000000002
"Columbus, NE",2021-08,220520.6482448892,2.8425000000000002
"Arcadia, FL",2021-08,204413.9623971828,2.8425000000000002
"Seneca Falls, NY",2021-08,168126.98157938043,2.8425000000000002
"Malvern, AR",2021-08,156716.56161642642,2.8425000000000002
"Dayton, TN",2021-08,212019.9435380038,2.8425000000000002
"Jackson, OH",2021-08,138900.8867030613,2.8425000000000002
"Berlin, NH",2021-08,191288.6926160449,2.8425000000000002
"Miami, OK",2021-08,113566.58853129623,2.8425000000000002
"Jesup, GA",2021-08,164634.77335419768,2.8425000000000002
"Washington Court House, OH",2021-08,187629.40981531437,2.8425000000000002
"Van Wert, OH",2021-08,137540.32385049554,2.8425000000000002
"Camden, AR",2021-08,115871.73877841704,2.8425000000000002
"Thomaston, GA",2021-08,130789.42871706518,2.8425000000000002
"Toccoa, GA",2021-08,180722.65575667017,2.8425000000000002
"Wauchula, FL",2021-08,175227.98416140967,2.8425000000000002
"Summerville, GA",2021-08,150033.57516049815,2.8425000000000002
"Prineville, OR",2021-08,430439.8577473098,2.8425000000000002
"Hood River, OR",2021-08,624771.1016016807,2.8425000000000002
"Forrest City, AR",2021-08,89790.928559515,2.8425000000000002
"Brookings, OR",2021-08,425937.55018811295,2.8425000000000002
